Ruta,OperadOR,route,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,year,decade
Others,Military - Iranian Air Force,Tehran - Moscow,Lockheed,32,19,13,32,19,13,0,1994,9
Others,Military - U.S. Air Force,Mombasa - Mogadishu,Lockheed,8,0,8,8,0,8,0,1994,9
India,Others,Training,Boeing,4,0,4,4,0,4,0,1994,9
EEUU,Continental Airlines,New York City - Denver,Douglas,116,110,6,0,0,0,0,1994,9
Others,Expresso Aéreo,Jananjui - Tocache - Tingo Maria - Lima,Yakovlev,31,26,5,31,26,5,0,1994,9
Others,Others,Colon - Panama City,Embraer 110P1 Bandeirante,21,18,3,21,18,3,0,1994,9
Russia,Others,Volgograd - Nalchik,Antonov,13,7,6,13,7,6,0,1994,9
EEUU,Others,"Washington D.C. - Columbus, OH",Others,8,3,5,5,2,3,0,1994,9
Russia,Others,Irkutsk - Moscow,Tupolev TU-154M,124,115,9,124,115,9,1,1994,9
Others,Others,"Tanzania - Kigali, Rwanda",Others,12,9,3,12,9,3,0,1994,9
Others,TAME,Taura - Latacunga,Havilland,17,14,3,17,14,3,0,1994,9
England,Others,Edinburgh - Coventry,Vickers,2,0,2,1,0,1,0,1994,9
Indonesia,Dirgantara Air Services,Pontianak - Nanga Pinoh,Britten Norman BN-2A-21 Trislander,11,10,1,11,10,1,0,1994,9
Others,Others,Sin_Dato,Others,26,Sin_Dato,Sin_Dato,26,Sin_Dato,Sin_Dato,0,1994,9
France,Others,Bridgetown - Fort de France,Others,6,5,1,6,5,1,0,1994,9
EEUU,Others,"Lihue, HI - Lihue, HI",Others,7,6,1,3,3,0,0,1994,9
Others,Others,Nouakchott - Tidjikja,Fokker,93,89,4,80,76,4,0,1994,9
France,Others,Toulouse - Toulouse,Others,7,4,3,7,4,3,0,1994,9
Others,Others,Sin_Dato,Antonov,70,Sin_Dato,Sin_Dato,50,Sin_Dato,Sin_Dato,0,1994,9
Others,Others,San Pedro - Abidjan,Fokker,17,14,3,17,14,3,0,1994,9
EEUU,TAESA,Mexico City - Washington D.C.,Others,12,10,2,12,10,2,0,1994,9
EEUU,USAir,"Columbia, SC - Charlotte, NC",Douglas,57,52,5,37,37,0,0,1994,9
Mexico,Others,Lazaro - Cardenas - Michoacan,Swearingen SA.226TC Metro II,9,7,2,9,7,2,0,1994,9
China,China Northwest Airlines,Xian - Guangzhou,Tupolev TU-154M,160,146,14,160,146,14,0,1994,9
Others,Military - Royal Air Force,Aldergrove AB - Fort George,Boeing,29,25,4,29,25,4,0,1994,9
Colombia,Others,Villavicencio - La Primavera - Puerto Carreno,Douglas,29,26,3,7,4,3,0,1994,9
Colombia,Others,San Jose - Villavicencio,Others,11,9,2,4,3,1,0,1994,9
Brazil,Others,Sao Paulo - Sao Gabriel,Embraer 110 Bandeirante,16,14,2,8,6,2,0,1994,9
Indonesia,Merpati Nusantara Airlines,Balikpapan - Palu,Fokker,12,7,5,12,7,5,0,1994,9
Others,China Airlines (Taiwan),Taipei - Nagoya,Airbus A300B4-622R,271,256,15,264,249,15,0,1994,9
Others,MIAT - Mongolian Airlines,Ulan Bator - Moron,Antonov,43,37,6,42,36,6,0,1995,9
Others,Malaysia Airlines,Kota Kinabalu - Tawau,Fokker,53,49,4,34,32,2,0,1995,9
Others,Military - Sri Lanka Air Force,Ratmalana - Palali base,Antonov,81,76,5,81,76,5,0,1995,9
Others,Ariana Afghan Airlines,Kabul - Jalalabad,Antonov,51,44,7,3,3,0,0,1995,9
Colombia,SAETA,Villavicencio - La Macarena,CASA 212 Aviocar 200,22,18,4,21,17,4,0,1995,9
EEUU,Others,Farewell - Anchorage,Others,1,0,1,1,0,1,0,1995,9
EEUU,Others,"Las Vegas, NV - W. Yellowstone, MT",Cessna 421C Golden Eagle,8,7,1,8,7,1,0,1995,9
Others,Atlantic Southeast Airlines,Atlanta - Gulfport,Others,29,26,3,10,9,1,0,1995,9
Colombia,AIRES Colombia,Neiva - Cali,Embraer 110P1 Bandeirante,10,8,2,10,8,2,0,1995,9
EEUU,Military - U.S. Air Force,Anchorage-Elmendorf AFB - Anchorage-Elmendorf AFB,Boeing,24,20,4,24,20,4,0,1995,9
Others,Aviateca,Guatemala City - San Salvador,Boeing,65,58,7,65,58,7,0,1995,9
Canada,Military - Royal Air Force,Air Show,Others,7,0,7,7,0,7,0,1995,9
Russia,Others,Cape Chelyuskin - Sterligov Cope,Mil Mi-8T,15,10,5,15,10,5,0,1995,9
Others,Cameroon Airlines,Cotonou - Douala,Boeing,78,72,6,72,68,4,0,1995,9
Indonesia,Sabang Merauke Raya Air Charter,Medan - Meulaboh,Others,14,12,2,1,0,1,0,1995,9
Others,Others,Sin_Dato,Others,15,12,3,15,12,3,0,1995,9
Others,Military - Argentine Air Force,Comodoro Rivadavia - Cordoba,Fokker,53,48,5,53,48,5,0,1995,9
Others,Nigeria Airways,Jos - Kano,Boeing,137,129,8,9,9,0,0,1995,9
Others,Military - Sri Lanka Air Force,Colombo - Palay AFB,Antonov,63,57,6,63,57,6,0,1995,9
Others,Sabah Air,Sin_Dato,Others,10,8,2,10,8,2,0,1995,9
Others,Azerbaijan Airlines,Sin_Dato,Boeing,6,0,6,2,0,2,0,1995,9
Russia,Others,Nakhichevan - Baku,Others,82,76,6,54,52,2,0,1995,9
Russia,Others,Yushno - Khabarovk,Tupolev TU-154B,98,90,8,98,90,8,0,1995,9
Italy,Others,Verona - Timisoara,Antonov,49,41,8,49,41,8,0,1995,9
Others,Trans Service Airlift,Sin_Dato,Lockheed,144,139,5,141,137,4,0,1995,9
Colombia,American Airlines,Miami - Cali,Boeing,164,156,8,160,152,8,0,1995,9
Indonesia,Others,Tual - Langgar - Kaimana,Others,10,6,4,10,6,4,0,1995,9
Canada,Others,Triumph Bay - Campbell River,Havilland,10,9,1,8,7,1,0,1995,9
Others,Others,Johannesburg - Jamba,Antonov,3,0,3,3,0,3,0,1995,9
Others,Island Airways,Madang - Bundi,Britten Norman BN-2A-21 Trislander,12,11,1,2,1,1,0,1995,9
Others,Others,Maintirano - Antananivo,Douglas,34,29,5,34,29,5,0,1995,9
Others,Others,Sin_Dato,Britten-Norman BN-2A Islander,2,1,1,2,1,1,0,1995,9
Others,Military - Iranian Air Force,Isfahan - Tehran,Lockheed,12,6,6,12,6,6,0,1995,9
Others,Merpati Nusantara Airlines,Bima - Ruteng,Havilland,14,10,4,14,10,4,0,1995,9
Colombia,Others,Bogota - Cartagena,Douglas,52,47,5,51,46,5,0,1995,9
EEUU,Others,"Los Angeles, CA - Burbank, CA",Bell 206B,4,3,1,2,2,0,0,1995,9
Others,Royal Nepal Airlines,Kathmandu - Rumjatar,Havilland,24,21,3,2,1,1,0,1995,9
Russia,Others,Krasnoyarsk - Abakan,Let 410UVP,19,17,2,3,1,2,0,1995,9
EEUU,ATI,Kansas City - Chicopee,Douglas,3,0,3,3,0,3,0,1995,9
Russia,Aeroflot,Petropavlovsk -  Ossora,Antonov,10,4,6,9,3,6,0,1995,9
Others,Others,Bucharest - Brussel,Airbus A310-324,60,49,11,60,49,11,0,1995,9
Others,Bristow Helicopters,Port Harcourt - Lagos,Havilland,9,7,2,1,0,1,0,1995,9
Others,Military - Sri Lanka Air Force,Anuradhapura - Palaly AFB,Others,52,49,3,52,49,3,0,1995,9
Canada,Others,Red Lake - Sioux Lookout  / Sioux Lookout - Red Lake,Others,8,5,3,8,5,3,0,1995,9
Others,Others,Buenos Aires - La Paz - Quito,Others,7,5,2,7,5,2,0,1995,9
France,Others,Paris - Romania,Others,10,7,3,10,7,3,0,1995,9
Others,Military - U.S. Air Force,"Boise, ID - Colorado Springs, CO",Lockheed,6,0,6,6,0,6,0,1995,9
Indonesia,Merpati Nusantara Airlines,Sin_Dato,Havilland,18,16,2,1,0,1,0,1995,9
Colombia,ADES Colombia,Mitu - Villavicencio,Curtiss,9,5,4,9,5,4,0,1995,9
Others,Milne Bay Air,Alotou - Dagura,Havilland,15,13,2,15,13,2,0,1995,9
Others,Others,Port Moresby - Tabubil,Havilland,3,1,2,3,1,2,0,1995,9
Others,Others,Kaduna - Lagos,Tupolev TU-134A,80,74,6,16,16,0,0,1995,9
Others,Military - Angolan Air Force,Ondjiva - Catumbela,CASA 212-200 Aviocar,48,45,3,48,45,3,0,1995,9
Others,Salair,"Santo Domingo - Aguadilla, Puerto Rico",Convair,2,0,2,2,0,2,0,1995,9
Russia,Others,Poliny Osipenko - Nikolayevsk-on-Amur,Antonov,12,Sin_Dato,Sin_Dato,12,Sin_Dato,Sin_Dato,0,1995,9
Others,Others,Auckland - Palmerston North,Havilland,21,18,3,5,4,1,0,1995,9
Others,Senegalair,Sin_Dato,Others,10,8,2,6,4,2,0,1995,9
Colombia,Others,Villavicencio - Miraflores,Douglas,11,9,2,2,2,0,0,1995,9
England,Others,Leeds - Aberdeen,Others,12,9,3,12,9,3,0,1995,9
Russia,Aeroflot,Poliny - Nikolayevsk-on-Amur,Antonov,14,12,2,13,11,2,0,1995,9
Others,Others,Manta - Miami,Boeing,4,0,4,4,0,4,30,1996,9
Others,Others,Texel - Amsterdam,Douglas,32,26,6,32,26,6,0,1996,9
Italy,Aeroflot,"Moscow - Turin, Italy",Antonov,23,0,23,2,0,2,2,1996,9
Others,Savanair,Sin_Dato,Antonov,19,13,6,6,5,1,0,1996,9
Others,Malu Aviation,Sin_Dato,Havilland,21,19,2,6,4,2,0,1996,9
Others,Others,Lima - Santiago,Boeing,70,61,9,70,61,9,0,1996,9
Others,Others,Moscow - Svalbard,Tupolev TU-154M,141,129,12,141,129,12,0,1996,9
Others,Myanmar Airways,Rangoon - Mergui,Fokker,49,44,5,8,8,0,0,1996,9
Canada,Others,Tasu - Alliford,Havilland,3,2,1,3,2,1,0,1996,9
EEUU,Military - U.S. Air Force,"Jackson Hole, WY - New York, NY",Lockheed,9,1,8,9,1,8,0,1996,9
Canada,Others,Bronson Creek - Wrangell,Douglas,3,0,3,1,0,1,0,1996,9
Canada,First Air,Iqaluit - Markham Bay,Havilland,2,0,2,2,0,2,0,1996,9
Russia,Others,Emmonak - Aniak,Douglas,4,1,3,4,1,3,0,1996,9
Russia,Others,Tyumen - Khanty,Yakovlev,34,30,4,5,3,2,0,1996,9
Others,Others,Belgrade - Malta,Ilyushin,12,2,10,12,2,10,0,1996,9
Brazil,TAM (Brazil),Sao Paulo - Rio de Janiero,Fokker,95,89,6,95,89,6,3,1996,9
EEUU,Airborne Express,Test flight,Douglas,6,3,3,6,3,3,0,1996,9
Others,Others,Port Harcourt - Lagos,Boeing,143,134,9,143,134,9,0,1996,9
India,Military - Indian Air Force,Tanbaram AFB - Hyderabad,Hindustan Aeronautics 748-2,22,17,5,22,17,5,0,1996,9
Others,Others,"Bridgeport, CT - Lebanon, NH",Learjet 35A,2,0,2,2,0,2,0,1996,9
Colombia,SELVA,Bogota - Medellin,Antonov,4,1,3,4,1,3,0,1996,9
Russia,Military - Russian Air Force,St. Petersburg - Krasnodar,Antonov,18,11,7,18,11,7,0,1996,9
Others,Emery Worldwide,Boise - Salt Lake City,Douglas,2,0,2,2,0,2,0,1996,9
Indonesia,Dirgantara Air Services,Banjarmasin - Sampit,CASA 212 Aviocar 100,17,15,2,16,14,2,2,1996,9
Others,Others,Guatemala City - Flores,Embraer 110P1 Bandeirante,16,14,2,16,14,2,0,1996,9
Colombia,ACES Colombia,Medellin - Bahia Solano,Havilland,15,13,2,14,12,2,0,1996,9
Others,Ethiopian Airlines,Addis Ababa - Nairobi,Boeing,175,163,12,127,117,10,0,1996,9
Others,Military - U.S. Air Force,"San Diego, CA - Portland, OR",Lockheed,11,0,11,10,0,10,0,1996,9
EEUU,Others,"Burlington, IA - Quincy, IA",Others,14,10,4,14,10,4,0,1996,9
Russia,Others,Most Pyssa - Koslan,Antonov,15,13,2,14,13,1,0,1996,9
India,Others,New Delhi - Dhahran / Chimkent - New Delhi,Boeing,349,316,33,349,316,33,0,1996,9
France,Others,Geneva - Bordeaux,Cessna 421C Golden Eagle,8,7,1,8,7,1,0,1996,9
Russia,Military - Russian Air Force,Abakan - Petropavlosk - Kamchatsky,Ilyushin,23,19,4,23,19,4,0,1996,9
EEUU,Trans World Airlines,New York City - Paris,Boeing,230,212,18,230,212,18,0,1996,9
Others,Military - Belgian Air Force,"Villafranca, Italy - Eindhoven AB",Lockheed,41,37,4,34,30,4,0,1996,9
India,Others,Delhi - Shimla - Kulu,Let 410,9,6,3,9,6,3,0,1996,9
Others,Others,Union Island - Bridgetown,Britten-Norman BN-2A-27 Islander,10,9,1,1,1,0,0,1996,9
Mexico,Others,Holvox Island - Playa del Carmen,Havilland,18,16,2,1,1,0,0,1996,9
Others,Military - Nigerian Air Force,Lagos - Kano,Others,14,10,4,14,10,4,0,1996,9
Others,Military - Sri Lanka Air Force,Sin_Dato,Mil Mi-17 (helicopter),39,Sin_Dato,Sin_Dato,39,Sin_Dato,Sin_Dato,0,1996,9
Others,Others,Asuncion - Campina Grande,Douglas,4,1,3,4,1,3,24,1996,9
EEUU,Others,"St. Johns, AZ - Brownsville, TX",Convair,4,2,2,4,2,2,0,1996,9
Others,Others,Puerto Plata - Gander,Boeing,189,176,13,189,176,13,0,1996,9
Others,Others,Sin_Dato,Sin_Dato,20,Sin_Dato,Sin_Dato,20,Sin_Dato,Sin_Dato,0,1996,9
Others,Others,Port-au-Prince - Cap Haitien,Others,15,13,2,11,9,2,0,1996,9
Others,Military - Sudanese Air Force,El Obeid - Khartoum,Lockheed,91,85,6,91,85,6,0,1996,9
Others,Others,Ludana - Lukapa,Antonov,8,3,5,8,3,5,0,1996,9
Others,Others,Lima - Arequipa,Boeing,123,117,6,123,117,6,0,1996,9
Others,Others,Condorcanqui - Bagua,Mil Mi-17,23,Sin_Dato,Sin_Dato,23,Sin_Dato,Sin_Dato,0,1996,9
Others,Others,Sin_Dato,Others,12,9,3,12,9,3,0,1996,9
Others,Military - U.S. Air Force,Tizla - Dubrovnik,Boeing,35,29,6,35,29,6,0,1996,9
Others,Others,Kinshasa - Kahemba,Antonov,6,0,6,2,0,2,225,1996,9
Others,Formosa Airlines,Taipei - Matsu Island,Dornier 228-212,17,15,2,6,6,0,0,1996,9
Russia,Others,Novosibirsk - Petropavlovsk,Ilyushin,20,11,9,20,11,9,0,1996,9
EEUU,Delta Air Lines,Pensacola - Atlanta,Douglas,142,137,5,2,2,0,0,1996,9
China,Others,Dalian - Shanghai,Harbin Yunshuji Y-12-II,12,9,3,2,1,1,0,1996,9
Others,Garuda Indonesia Airlines,Fukuoka - Denpasar,Douglas,275,260,15,3,3,0,0,1996,9
Others,Others,Sin_Dato,Others,28,Sin_Dato,Sin_Dato,18,Sin_Dato,Sin_Dato,0,1996,9
Others,Iran Air,Training,Boeing,7,0,7,7,0,7,0,1996,9
Others,Others,"Kinshasa, Congo  - Athens, Greece",Ilyushin,10,2,8,10,2,8,0,1996,9
Others,Milne Bay Air,Bosavi - Mendi,Havilland,20,19,1,20,19,1,0,1996,9
Others,Milne Bay Air,Menyamya - Marakawa,Others,10,9,1,1,1,0,0,1996,9
EEUU,Others,Miami - Atlanta,Douglas,110,105,5,110,105,5,0,1996,9
Mexico,Others,Durango - Otaez,Havilland,19,17,2,16,14,2,0,1996,9
Canada,Others,Sin_Dato,Havilland,2,0,2,2,0,2,0,1996,9
Others,Others,Wadi Halfa - Khartoum,Antonov,53,48,5,53,48,5,0,1996,9
Others,Loganair,Inverness - Lerwick,Britten-Norman BN-2A-26 Islander,3,2,1,3,2,1,0,1996,9
EEUU,Private,"Cheyenne, WY - Lincoln, NE",Others,3,2,1,3,2,1,0,1996,9
Indonesia,Garuda Indonesia Airlines,Jakarta - Medan,Others,234,222,12,234,222,12,0,1997,9
Others,Others,Niamey - Windhoek,Others,33,23,10,33,23,10,0,1997,9
Others,Others,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,10,9,1,10,9,1,0,1997,9
Others,Others,Buknavu - Uvira,Havilland,22,21,1,22,21,1,0,1997,9
Others,Others,Bandar Seri Begawan - Miri,Dornier 228-212,10,8,2,10,8,2,0,1997,9
Others,Formosa Airlines,Taipei - Matsu,Others,16,14,2,16,14,2,0,1997,9
Others,SATENA,San Felipe - Puerto Inirida,Others,12,10,2,12,10,2,0,1997,9
EEUU,Others,Miami - Santo Domingo,Douglas,4,1,3,4,1,3,1,1997,9
Others,Korean Airlines,Seoul - Guam,Boeing,254,231,23,228,206,22,0,1997,9
Italy,Air Littoral,Nice - Florence,Others,17,14,3,1,0,1,0,1997,9
EEUU,Others,"Montrose, CO - Page, AZ",Cessna 208B Caravan I,9,8,1,9,8,1,0,1997,9
Others,Vietnam Airlines,Ho Chi Minh City - Phnom Penh,Tupolev TU-134,66,60,6,65,59,6,0,1997,9
Others,Austral Lineas Aeras (Argentina),Posadas - Buenos Aires,Douglas,74,69,5,74,69,5,0,1997,9
Others,Tajikistan Airlines,Dushanbe - Sharjah,Tupolev TU-154,86,77,9,85,77,8,0,1997,9
EEUU,Private,Sin_Dato,Others,1,0,1,1,0,1,0,1997,9
Others,Ariana Afghan Airlines,Sin_Dato,Yakovlev,26,20,6,2,2,0,0,1997,9
EEUU,Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,8,7,1,8,7,1,0,1997,9
Russia,Military - Russian Air Force,Irkutsk - Vladivostok,Antonov,23,17,6,23,17,6,44,1997,9
Canada,Others,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,17,15,2,4,3,1,0,1997,9
Others,Others,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,19,17,2,10,9,1,0,1997,9
Others,Others,Odessa - Thessaloniki,Yakovlev,70,62,8,70,62,8,0,1997,9
Indonesia,Others,Jakarta - Hatta - Singapore,Boeing,104,97,7,104,97,7,0,1997,9
Others,Others,Search mission,Lockheed,5,0,5,5,0,5,0,1997,9
Others,Others,"Abidjan - Rundu, Nambia",Antonov,5,0,5,5,0,5,0,1997,9
Others,United Air Lines,Tokyo - Honolulu,Boeing,393,374,19,1,1,0,0,1997,9
Others,ADC Airlines,Lagos - Calabar,BAC One-Eleven 203AE,55,49,6,1,0,1,0,1997,9
Others,Military - Republic of China Air Force,Sin_Dato,Lockheed,5,0,5,5,0,5,0,1997,9
Others,Others,Chimbu - Goroka,Havilland,4,3,1,2,1,1,0,1997,9
Others,Others,Lome - Niamey,Lockheed,14,Sin_Dato,Sin_Dato,14,Sin_Dato,Sin_Dato,0,1997,9
Others,Cubana de Aviacion,Santiago de Cuba - Havana,Antonov,44,39,5,44,39,5,0,1997,9
Indonesia,Others,Bangdung - Jakarta,Fokker,50,45,5,30,25,5,0,1997,9
Others,Polynesian Airlines,Pago Pago - FagaliI,Havilland,5,3,2,3,2,1,0,1997,9
EEUU,Comair,Cincinnati - Detroit,Embraer 120RT Brasilia,29,26,3,29,26,3,0,1997,9
EEUU,Others,St. Marys - Kenai,Havilland,2,0,2,1,0,1,0,1997,9
Others,Skypower Express Airways,Jos - Yola,Embraer 110P1A Bandeirante,16,13,3,5,2,3,0,1997,9
Others,Others,Tambacounda - Dakar,Others,52,49,3,25,22,3,0,1997,9
Others,Others,Luanda - Cafunfo,CASA 212 Aviocar 200,37,33,4,37,33,4,0,1997,9
Brazil,Varig,Maraba - Carajas,Boeing,52,46,6,1,0,1,0,1997,9
Others,Others,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,5,4,1,5,4,1,0,1997,9
Others,Others,Luanda - Lucapa,Antonov,16,12,4,16,12,4,0,1997,9
Others,Military - Iranian Air Force,Dezful - Mashhad,Lockheed,88,80,8,88,80,8,0,1997,9
Russia,Others,Stavropol - Trabzon,Antonov,50,44,6,50,44,6,0,1997,9
Others,Others,Sin_Dato,Others,73,Sin_Dato,Sin_Dato,73,Sin_Dato,Sin_Dato,0,1997,9
Others,Others,Griffin - Americus,Others,2,0,2,2,0,2,0,1997,9
Others,Military - U.S. Air Force,Howard AFB - Tegucigalpa,Lockheed,10,Sin_Dato,Sin_Dato,3,Sin_Dato,Sin_Dato,0,1997,9
Colombia,Others,Sin_Dato,Mil Mi-17 (helicopter),29,25,4,25,21,4,0,1997,9
India,Others,Mumbai - Banglaor,Fokker,2,0,2,2,0,2,0,1997,9
Others,MIAT - Mongolian Airlines,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,12,10,2,7,7,0,0,1997,9
Others,Others,Bunia - Kisangani,Vickers,27,20,7,27,20,7,0,1997,9
China,China Southern Airlines,Chongqing - Shenzen,Boeing,74,65,9,35,33,2,0,1997,9
Brazil,TAM (Brazil),Sao Jose dos Campos - Congonhas,Fokker,60,55,5,1,1,0,0,1997,9
Indonesia,Merpati Nusantara Airlines,Jakarta - Tanjung Pandan,Others,53,48,5,15,11,4,0,1997,9
Others,Azerbaijan Airlines,Training,Yakovlev,6,0,6,6,0,6,0,1997,9
Others,TAAG Angola Airlines,Brazzaville - Luanda,Fokker,7,4,3,3,0,3,0,1997,9
EEUU,Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,5,4,1,5,4,1,0,1997,9
Others,Military - Afghan Republican Air Force,Sin_Dato,Antonov,36,Sin_Dato,Sin_Dato,36,Sin_Dato,Sin_Dato,0,1997,9
Others,Others,Malaga - Melilla,Others,38,34,4,38,34,4,0,1998,10
Others,Military - Pakistan Air Force,Sin_Dato,Lockheed,5,0,5,5,0,5,0,1998,10
EEUU,Others,"Anchorage, AK - Hoholitna River, AK",Havilland,5,4,1,5,4,1,0,1998,10
Others,Others,Sin_Dato,Antonov,24,20,4,24,20,4,0,1998,10
Canada,Swissair,New York City - Geneva,Douglas,229,215,14,229,215,14,0,1998,10
Others,Cubana de Aviacion,Quito - Guayaquil - Havana,Tupolev TU-154M,91,77,14,70,56,14,10,1998,10
Others,Others,Jomsom - Pokhara,Havilland,18,15,3,18,15,3,0,1998,10
Others,Others,Pretoria - Durban,Others,2,0,2,1,0,1,0,1998,10
Others,Others,Stewart Island - Invercargill,Cessna 402C,10,9,1,5,4,1,0,1998,10
Others,Others,Sin_Dato,Antonov,13,6,7,1,0,1,0,1998,10
Canada,Others,Prince Rupert - Kincolith,Havilland,5,4,1,5,4,1,0,1998,10
Others,Myanmar Airways,Rangoon - Tachilek,Fokker,44,40,4,44,40,4,0,1998,10
Others,Others,Sao Nicolau - Praia,Havilland,22,20,2,1,1,0,0,1998,10
Others,Transafrik,Huambo - Saurimo,Lockheed,14,10,4,14,10,4,0,1998,10
Others,Servivensa,Sighteeing,Douglas,27,24,3,1,0,1,0,1998,10
Others,Others,Kindu - Kinshasa,Boeing,41,38,3,41,38,3,0,1998,10
Others,Others,Yerevan - Krasnodar,Yakovlev,37,33,4,0,0,0,4,1998,10
Others,Others,Entebbe - Kasese,Others,11,10,1,4,3,1,0,1998,10
Others,Others,Plaa Grande - Quetzaltenango,Douglas,18,16,2,11,9,2,0,1998,10
Russia,Sakha Airlines,Krasnoyarsk - Mirny,Antonov,13,7,6,13,7,6,0,1998,10
EEUU,Private,"Brunswick, GA - Annapolis, MD",Others,1,0,1,1,0,1,0,1998,10
Canada,Others,Point-Lebel - Rimouski,Others,10,8,2,7,6,1,0,1998,10
Others,Thai Airways,Bangkok - Surat Thani,Others,146,132,14,102,91,11,0,1998,10
Others,Others,Sin_Dato,Antonov,11,6,5,11,6,5,0,1998,10
Others,Others,Luanda - Saurimo,Antonov,10,2,8,1,Sin_Dato,Sin_Dato,0,1998,10
Colombia,SELVA,Bogotá - Medellín,Antonov,5,2,3,5,2,3,0,1998,10
India,Others,Agathi - Kochi - Thiruvananthapuram,Dornier 228-201,6,3,3,6,3,3,2,1998,10
Others,Others,Jaffna - Colombo,Antonov,55,48,7,55,48,7,0,1998,10
Brazil,Others,Tefe - Manaus,Embraer 110 Bandeirante,24,22,2,5,4,1,0,1998,10
France,Others,Lyon - Lorient,Others,15,12,3,15,12,3,0,1998,10
Others,Military - Sudan Air Force,Sin_Dato,Antonov,57,50,7,27,24,3,0,1998,10
Others,Others,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,2,0,2,2,0,2,0,1998,10
Others,Others,Gomel - Kunovice,Let 410UVP,2,0,2,2,0,2,0,1998,10
Others,Others,Kandahar - Herart,Antonov,51,45,6,51,45,6,0,1998,10
Others,Myanmar Airways,Thandwe - Sittwe,Fokker,45,41,4,16,15,1,0,1998,10
Philippines,Others,Tacloban - Cagayan de Oro,Douglas,104,99,5,104,99,5,0,1998,10
Italy,Military - U.S. Marine Corps,Sin_Dato,Others,2,0,2,0,0,0,20,1998,10
Others,Others,Terceira - Lisbon,Antonov,7,0,7,7,0,7,0,1998,10
Others,Military - Spanish Air Force,Sin_Dato,Others,5,0,5,5,0,5,0,1998,10
Others,China Airlines (Taiwan),Denpasar - Taipei,Others,196,182,14,196,182,14,7,1998,10
Others,Others,"Mombasa, Kenya - Cairo, Egypt",Boeing,6,0,6,6,0,6,0,1998,10
Others,Formosa Airlines,Hsinchu - Kao Hsiung,Others,13,8,5,13,8,5,0,1998,10
Philippines,Philippine Air Lines,Manila - Bacolod,Others,127,121,6,0,0,0,3,1998,10
Others,Fuerza Aérea del Peru,Tumbes - Piura,Antonov,55,50,5,22,22,0,1,1998,10
Others,Ariana Afghan Airlines,Dubai - Kandahar - Kabul,Boeing,45,32,13,45,32,13,0,1998,10
Colombia,Air France,Bogota - Quito,Boeing,53,43,10,53,43,10,0,1998,10
England,Others,VP-BPS,Consolidated PBY-5A Catalina,18,14,4,4,2,2,0,1998,10
Mexico,Military - Mexican Air Force,Mexico City - Tuxtla Gutiérrez,Shorts SC-7 Skyvan 3-100,4,0,4,4,0,4,0,1998,10
Others,Others,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin,10,1,9,10,1,9,0,1998,10
Others,Others,Tucumán - Córdoba,Others,3,1,2,3,1,2,0,1998,10
Others,Others,"Rasal - Nikolaev, Ukraine",Ilyushin,8,0,8,8,0,8,0,1998,10
Mexico,Others,Sin_Dato,Convair,4,0,4,2,0,2,0,1998,10
Canada,Others,Montreal - Peterborough,Others,11,9,2,11,9,2,0,1998,10
EEUU,Others,Sightseeing,Others,6,4,2,6,4,2,0,1998,10
EEUU,Others,"Charlotte, NC - Monroe, NC",Others,5,4,1,5,4,1,0,1998,10
Others,Others,Vientiane - Xiang Khoang,Yakovlev,26,20,6,26,20,6,0,1998,10
Others,Military - Mauritanian Air Force,Nema - Nouakchott,Xian Yunshuji Y-7-100C,42,35,7,39,32,7,0,1998,10
Others,Fuerza Aérea del Peru,Iquitos - Andoas,Boeing,88,81,7,75,69,6,0,1998,10
Others,MIAT - Mongolian Airlines,Erdenet - Moron,Harbin Yunshuji Y-12 II,28,26,2,28,26,2,0,1998,10
Others,Others,Athens - Bucharest,Others,13,10,3,7,7,0,0,1999,10
Others,Uzbekistan Airways,Tashkent - Turtkul,Yakovlev,33,29,4,2,2,0,0,1999,10
Others,Britannia Airways,"Cardiff, Wales, UK - Girona, Spain",Boeing,245,236,9,1,1,0,0,1999,10
Others,Others,Pokhara - Kathmandu,Others,15,10,5,15,10,5,0,1999,10
Others,Others,Buenos Aires - Cordoba,Boeing,103,98,5,63,60,3,2,1999,10
Others,Others,Taipei - Hualian,Douglas,96,90,6,1,1,0,0,1999,10
EEUU,Private,"Fairfield, N.J. - Martha's Vineyard, MA",Others,3,2,1,3,2,1,0,1999,10
Others,Others,Sao Vicente - Santo Antao,Dornier 228-201,18,16,2,18,16,2,0,1999,10
Others,Others,Nausori - Nadi,Embraer 110P1 Bandeirante,17,15,2,17,15,2,0,1999,10
Colombia,Military - U.S. Army,Sin_Dato,Havilland,7,0,7,7,0,7,0,1999,10
