Ruta,OperadOR,route,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,year,decade
Canada,Queen Charlotte Airlines,Kildala - Vancouver,Consolidated PBY-5A Catalina,23,20,3,23,20,3,0,1951,5
Others,Others,Perpignan - Oran,Douglas,39,36,3,39,36,3,0,1951,5
Others,JAT Yugoslav Airlines,Belgrad - Skopje,Douglas,12,9,3,12,9,3,0,1951,5
India,Kalinga Airlines,Sin_Dato,Douglas,3,0,3,3,0,3,0,1951,5
Mexico,Transocean Air Lines,Oakland - Albuquerque,Martin 202,29,26,3,1,1,0,0,1951,5
EEUU,Canadian Pacific Air Lines,Vancouver - Tokyo,Douglas,37,31,6,37,31,6,0,1951,5
EEUU,Military - U.S. Air Force,New York - Williams AFB,Douglas,28,24,4,28,24,4,0,1951,5
EEUU,Transocean Air Lines,Point Barrow - Umiat - Fairbanks,Curtiss,4,2,2,4,2,2,0,1951,5
EEUU,Others,Miami - Pittsburgh - Buffalo,Curtiss,40,36,4,26,23,3,0,1951,5
Russia,Aeroflot,Yakutsk - Vilyuisk,Lisunov LI-2,20,14,6,20,14,6,0,1951,5
Others,Misrair,Cairo - Baghdad - Tehran,SNCASE Languedoc,22,18,4,22,18,4,0,1951,5
EEUU,Miami Airlines,Fort Smith - Newark - Tampa,Curtiss,56,52,4,56,52,4,1,1951,5
Others,Others,Flores - Guatemala City,Douglas,29,25,4,27,23,4,0,1951,5
Others,Qantas,Mount Hagen - Madang,Havilland,3,2,1,3,2,1,0,1951,5
Mexico,Others,San Luis Acatlán - Acapulco,Others,21,18,3,13,11,2,0,1951,5
Others,El Al,Tel Aviv - Rome - Zurich - Amsterdam,Douglas,7,0,7,6,0,6,0,1951,5
India,Deccan Airways,Nagpur - Calcutta,Douglas,17,13,4,16,12,4,0,1951,5
Others,Devlet Hava Yollari,Ankara - Cairo,Douglas,5,4,1,5,4,1,0,1951,5
Russia,Aeroflot,Novosibirsk - Moscow,Ilyushin,23,19,4,23,19,4,0,1951,5
Others,LOT Polish Airlines,Lodz - Krakow,Others,18,14,4,18,14,4,0,1951,5
France,Others,Frankfort - Bordeaux,Others,36,32,4,36,32,4,0,1951,5
EEUU,United Air Lines,Training,Douglas,3,0,3,3,0,3,0,1951,5
China,Others,Pakse - Saigon,Douglas,3,0,3,3,0,3,0,1951,5
Others,Aerolineas Argentinas,Ushuaia - Río Grande - Buenos Aires,Douglas,24,20,4,11,8,3,2,1951,5
Brazil,Loide Aereo Nacional,Natal - Recife - Maceió - Aracaju,Douglas,33,28,5,33,28,5,0,1951,5
Others,Military - U.S. Air Force,Loring AFB - Lakeheath AFB,Douglas,53,48,5,53,48,5,0,1951,5
Brazil,Cruzeiro,Rio de Janeiro - São Paulo - Curitiba - Florianópolis,Douglas,14,10,4,3,3,0,0,1951,5
Colombia,LANSA,San Marcos - Cartagena,Douglas,29,26,3,29,26,3,0,1951,5
Others,Others,Hong Kong - Bangkok,Douglas,24,20,4,24,20,4,0,1951,5
EEUU,Others,"Kansas City, MO - Omaha, NB - Sioux City, Iowa",Douglas,25,21,4,16,13,3,0,1951,5
Colombia,Lineas Aéreas Nacionales,Medellín - Barranquilla,Curtiss,2,0,2,2,0,2,0,1951,5
Others,Air France,Douala - Niamey,Douglas,29,23,6,29,23,6,0,1951,5
Others,Military - Portuguese Air Force,Sin_Dato,Douglas,14,Sin_Dato,Sin_Dato,14,Sin_Dato,Sin_Dato,0,1951,5
Others,Icelandair,Vestmannaeyar Island - Reykjavík,Douglas,20,17,3,20,17,3,0,1951,5
Others,Military -Royal Air Force,Hong Kong - Iwakuni,Others,14,7,7,14,7,7,0,1951,5
Italy,Alitalia,Paris - Rome,Others,17,12,5,14,10,4,0,1951,5
EEUU,Northwest Orient Airlines,Minneapolis - Seattle,Martin 202,10,7,3,10,7,3,0,1951,5
Others,Others,Butterworth - Kota Bharu,Douglas,10,7,3,10,7,3,0,1951,5
Others,United Airways,Margate - Ladysmith - Johannesburg,Havilland,12,10,2,12,10,2,0,1951,5
Russia,Aeroflot,Irkutsk - Chita - Yakutsk,Lisunov LI-2,13,9,4,12,8,4,0,1951,5
Others,Qantas,Wau - Bulolo - Lae,Havilland,7,5,2,7,5,2,0,1951,5
EEUU,National Airlines,Newark - Philadelphia,Douglas,28,25,3,7,6,1,0,1951,5
Colombia,AVIANCA,Sin_Dato,Douglas,26,24,2,26,24,2,0,1951,5
England,Air Transport Charter,Manchester - Belfast,Douglas,3,0,3,2,0,2,0,1951,5
India,Indamer,Calcutta - Tezpur,Douglas,3,0,3,3,0,3,0,1951,5
EEUU,United Air Lines,Salt Lake City - Denver,Douglas,50,45,5,50,45,5,0,1951,5
Others,JAT Yugoslav Airlines,Rejeka - Zagreb,Junkers,14,11,3,14,11,3,0,1951,5
Others,Pan American World Airways,Johannesburg - Accra - Monrovia - New York,Lockheed,40,31,9,40,31,9,0,1951,5
Colombia,Sociedad Aeronautica Medellin,Medellín - Cartagena,Douglas,3,0,3,3,0,3,0,1951,5
Brazil,Others,Vitoria - Rio de Janeiro,Douglas,19,16,3,2,1,1,0,1951,5
EEUU,Military - U.S. Air Force,Fort Campbell - Lawton,Others,10,0,10,10,0,10,0,1951,5
England,Military - Royal Air Force,Luqa - Lyneham - Dishforth,Vickers,10,0,10,10,0,10,0,1951,5
France,Hunting Air Travel,Gibraltar - Bordeaux - Bovingdon,Vickers,32,27,5,2,0,2,0,1951,5
Mexico,Military - U.S. Air Force,Carswell - Kirtland,Convair,25,0,25,23,0,23,0,1951,5
EEUU,United Air Lines,Cleveland - Fort Wayne - South Bend - Chicago,Douglas,11,8,3,11,8,3,0,1951,5
EEUU,Others,Miami - Havana,Douglas,43,34,9,43,34,9,0,1951,5
Others,Others,Bangkok - Hong Kong,Douglas,16,11,5,16,11,5,0,1951,5
EEUU,Military - U.S. Air Force,"Godman AFB - Charleston, WV",Douglas,21,18,3,21,18,3,0,1951,5
Brazil,VASP,Santa Cruz de Rio Prado - Presidente Prudent,Douglas,7,4,3,7,4,3,0,1951,5
EEUU,Others,Santa Maria - Santa Barbara - Oxnard - Los Angeles,Douglas,22,19,3,22,19,3,0,1951,5
Brazil,Others,Sao Paulo - Porto Alegre,Douglas,28,Sin_Dato,Sin_Dato,14,Sin_Dato,Sin_Dato,0,1952,5
Others,Military - Royal Air Force,Sin_Dato,Avro Shackleton MR-1,14,2,12,14,2,12,0,1952,5
Russia,Aeroflot,Minsk - Leningrad,Ilyushin,21,19,5,21,19,5,0,1952,5
Others,Kalinga Airlines,Sin_Dato,Douglas,3,0,3,3,0,3,0,1952,5
Others,SAM Colombia,Sin_Dato,Curtiss,46,Sin_Dato,Sin_Dato,46,Sin_Dato,Sin_Dato,0,1952,5
England,Others,Sin_Dato,Havilland,1,0,1,1,0,1,29,1952,5
Italy,Others,Blackbushe - Malta - Khartoum,Others,57,51,6,7,1,6,0,1952,5
Others,Military - Pakistan Air Force,Khewra - Peshawar,Bristol 170 Freighter,18,Sin_Dato,Sin_Dato,18,Sin_Dato,Sin_Dato,0,1952,5
Brazil,Others,Rio Verde - Goiania,Douglas,24,20,4,24,20,4,0,1952,5
Brazil,Pan American World Airways,Rio de Janeiro - Buenos Aires,Boeing,27,19,8,1,1,0,0,1952,5
EEUU,Others,Corpus Christi - Norfork,Others,46,40,6,41,37,4,0,1952,5
Others,Military - U.S. Air Force,Sin_Dato,Curtiss,25,21,4,25,21,4,0,1952,5
Others,Military - Royal Air Force,"Scrampton RAF Station, England",Avro Shackleton MR-1,13,11,2,11,9,2,0,1952,5
Others,Others,Juba - Wadi Halfa,Douglas,4,0,4,2,0,2,0,1952,5
EEUU,Military - U.S. Air Force,Sin_Dato,Boeing,16,Sin_Dato,Sin_Dato,16,Sin_Dato,Sin_Dato,0,1952,5
Others,Cubana de Aviacion,Madrid - Azores - Bermuda - Havana,Douglas,41,33,8,37,30,7,0,1952,5
EEUU,Military - U.S. Air Force,Elmendorf AFB - Big Delta,Fairchild C-119C,19,14,5,19,14,5,0,1952,5
Others,Military - U.S. Air Force,Sin_Dato,Fairchild C-119C,44,37,7,44,37,7,0,1952,5
EEUU,Military - U.S. Air Force,Elemndorf AFB - Kodiak NAS,Fairchild C-119C,20,15,5,20,15,5,0,1952,5
EEUU,Military - U.S. Air Force,"Great Falls - Denver, Colorado",Others,16,Sin_Dato,Sin_Dato,9,Sin_Dato,Sin_Dato,0,1952,5
EEUU,Military - U.S. Air Force,Sin_Dato,Douglas,52,41,11,52,41,11,0,1952,5
EEUU,Military - U.S. Air Force,Sin_Dato,Douglas,38,31,7,37,30,7,0,1952,5
Others,Others,Sofia - Varna,Lisunov Li-2,18,Sin_Dato,Sin_Dato,18,Sin_Dato,Sin_Dato,0,1952,5
EEUU,Military - U.S. Air Force,Sin_Dato,Douglas,115,105,10,87,82,5,0,1952,5
EEUU,Others,Sin_Dato,Curtiss,3,0,3,3,0,3,0,1952,5
Others,Avensa,Sin_Dato,Douglas,5,Sin_Dato,Sin_Dato,3,Sin_Dato,Sin_Dato,0,1952,5
Others,Iran Air,Abadan - Tehran,Douglas,29,25,4,27,23,4,0,1952,5
Others,Philippine Air Lines,Sin_Dato,Douglas,10,7,3,2,0,2,0,1952,5
England,Military - U.S. Air Force,Sin_Dato,Boeing,11,Sin_Dato,Sin_Dato,11,Sin_Dato,Sin_Dato,0,1952,5
Others,Union Aeromaritime de Transport,Fort Lamy - Beirut,Douglas,6,1,5,5,1,4,0,1952,5
England,Others,Croydon - Le Mans,Others,8,7,1,6,5,1,Sin_Dato,1952,5
Others,British Overseas Airways,Tripoli - Kano,Others,18,10,8,1,0,1,0,1952,5
Italy,Hunting Air Travel,Nice - Malta,Vickers,31,26,5,31,26,5,0,1952,5
Others,Others,Radio surveillance mission,Douglas,8,5,3,8,5,3,0,1952,5
Others,Air France,Sin_Dato,Junkers,11,8,3,6,Sin_Dato,Sin_Dato,0,1952,5
Others,Aer Lingus,Northolt - Dublin,Douglas,23,20,3,23,20,3,0,1952,5
Canada,Northwest Orient Airlines,Tokyo - Elmendorf AFB,Douglas,43,40,3,36,33,3,0,1952,5
EEUU,American Airlines,Buffalo - Newark,Convair,23,20,3,23,20,3,7,1952,5
Others,Sabena,Costermansville - Leopoldville,Douglas,15,11,4,15,11,4,0,1952,5
Others,Military - U.S. Air Force,Sin_Dato,Boeing,13,Sin_Dato,13,13,Sin_Dato,13,5,1952,5
EEUU,National Airlines,"Newark, NJ - Miami, FL",Douglas,63,59,4,29,26,3,4,1952,5
India,Deccan Airways,Madras - Nagpur - Delhi,Douglas,16,12,4,3,1,2,0,1952,5
Others,Others,Sin_Dato,Others,9,5,4,9,5,4,0,1952,5
Brazil,Panair do Brasil,Rio de Janeiro - Guiana,Douglas,8,6,2,8,6,2,0,1952,5
France,Air France,Nice - Paris,SNCASE Languedoc,38,34,4,38,34,4,0,1952,5
EEUU,Military - U.S. Air Force / U.S. Air Force,Training,Boeing,15,0,15,15,0,15,Sin_Dato,1952,5
Canada,Maritime Central Airways,St. Johns - Goose Bay,Douglas,4,3,1,4,3,1,0,1952,5
Germany,KLM Royal Dutch Airlines,Rome - Frankfort,Douglas,47,37,10,45,36,9,0,1952,5
Philippines,Philippine Air Lines,Cebu - Hoilo,Douglas,3,0,3,3,0,3,0,1952,5
Russia,Aeroflot,Sin_Dato,Sin_Dato,70,Sin_Dato,Sin_Dato,70,Sin_Dato,Sin_Dato,0,1952,5
Brazil,Loide Aéreo Nacional,Sin_Dato,Curtiss,6,0,6,6,0,6,0,1952,5
Brazil,VASP,Sao Paulo - Bauru,Douglas,22,19,3,5,3,2,0,1952,5
Others,Garuda Indonesia Airlines,Sin_Dato,Douglas,17,Sin_Dato,Sin_Dato,17,Sin_Dato,Sin_Dato,0,1952,5
Others,Others,"Amsterdam, Netherlands - Jarsberg, Norway",Douglas,29,26,3,11,8,3,0,1952,5
India,Deccan Airways,Madras - Delhi,Douglas,9,5,4,9,5,4,0,1952,5
Others,Others,"Gao, FWA - Nice, France",Lockheed,21,18,3,17,14,3,0,1952,5
EEUU,Others,"Kansas City, MO - Phoenix - Burbank",Curtiss,29,26,3,29,26,3,0,1952,5
Brazil,Pan American World Airways,Rio de Janeiro - New York City,Boeing,50,41,9,50,41,9,0,1952,5
India,Kalinga Airlines,Sin_Dato,Douglas,4,0,4,4,0,4,0,1952,5
Others,Japan Air Lines,Tokyo - Osaka,Martin 202,37,33,4,37,33,4,0,1952,5
EEUU,Others,"Raliegh, NC - New York, NY",Curtiss,2,0,2,2,0,2,3,1952,5
Philippines,Philippine Air Lines,Sin_Dato,Douglas,29,26,3,10,8,2,0,1952,5
Others,TACA,Maiquetia - San Felipe,Douglas,12,9,3,12,9,3,0,1952,5
Others,Pan American World Airways,San Juan - New York City,Douglas,69,64,5,52,52,0,0,1952,5
Mexico,Transportes Aéreos Mexicanos,Campeche - Mérida,Douglas,2,0,2,1,0,1,0,1953,5
Others,Military - U.S. Air Force,Travis - Lakenheath,Convair,23,0,23,19,0,19,0,1953,5
Others,TACA,San Pedro - San Andres,Douglas,3,0,3,3,0,3,0,1953,5
EEUU,Regina Cargo Airlines,Fort Ord - McChord,Douglas,21,19,2,21,19,2,0,1953,5
France,Air France,Paris - Nice - Beirut - Baghdad - Karachi - Calcutta,Lockheed,42,33,9,42,33,9,0,1953,5
EEUU,Aerovias Contreras,Sin_Dato,Curtiss,2,0,2,2,0,2,0,1953,5
Others,Orient Airways,Karachi - Jeddah,Douglas,25,21,4,1,1,0,0,1953,5
Others,Others,Copiapó - Santiago,Lockheed,7,5,2,7,5,2,0,1953,5
Others,Aeroflot,Sin_Dato,Ilyushin,21,15,6,21,15,6,0,1953,5
EEUU,Military - U.S. Navy,Whitting NAS - Norfolk NB,Others,46,40,6,44,39,5,0,1953,5
Others,Transocean Air Lines,Wake Island - Honolulu - Oakland,Douglas,58,50,8,58,50,8,0,1953,5
Others,Military - U.S. Air Force,Tachikawa AB - Kimpo AB,Douglas,129,122,7,129,122,7,0,1953,5
Brazil,Panair do Brasil,London - Bueno Aires,Lockheed,17,10,7,17,10,7,0,1953,5
China,Aigle Azur,Vientiane - Saigon,Douglas,34,31,3,34,31,3,0,1953,5
EEUU,American Airlines,Boston - Hartford - Albany - Chicago,Convair,28,25,3,28,25,3,0,1953,5
Others,Air France,Rome - Beirut,Lockheed,42,34,8,4,4,0,0,1953,5
Others,Devlet Hava Yollari,Ankara - Van,Douglas,21,16,5,5,1,4,0,1953,5
Others,Sabena,Brussels - Zurich,Convair,44,41,3,1,1,0,0,1953,5
Germany,Sabena,Salzburg - Frankfurt - Brussels,Convair,44,40,4,44,40,4,0,1953,5
Others,Syrian Airways,Sin_Dato,Douglas,15,Sin_Dato,Sin_Dato,9,Sin_Dato,Sin_Dato,0,1953,5
Others,Military - U.S. Air Force,Sin_Dato,Boeing,16,6,10,11,5,6,8,1953,5
Others,Others,Cairo - Luxor,Others,6,5,1,6,5,1,Sin_Dato,1953,5
Others,Aviateca,Brownsville - Guatemala City,Curtiss,2,0,2,2,0,2,0,1953,5
India,Indian Airlines,New Delhi - Nagpur - Madras,Douglas,14,10,4,13,10,3,0,1953,5
Others,Aviaco,Bilbao - Madrid,Bristol 170 Freighter 21,33,28,5,23,22,1,0,1953,5
EEUU,Others,Philadelphia - Louisville,Curtiss,41,38,3,25,22,3,0,1953,5
Others,Military - Royal Air Force,Training,Avro Shackleton MR-2,10,0,10,10,0,10,0,1953,5
Russia,Aeroflot,Rostov-on-Don - Kharkiv - Moscow,Li-2,16,11,5,15,10,5,0,1953,5
EEUU,Others,Sydney - Honolulu - San Francisco,Douglas,19,11,8,19,11,8,0,1953,5
Russia,Aeroflot,Magadan - Okhotsk - Nikolayevsk-on-Amur - Khabarovsk,Ilyushin,32,27,5,22,17,5,Sin_Dato,1953,5
Mexico,Aerovias Contreras,Monterrey - Falcon Dam,Douglas,21,18,3,21,18,3,0,1953,5
EEUU,Eastern Air Lines,New York City - San Juan,Lockheed,27,22,5,2,2,0,0,1953,5
Others,Others,Sin_Dato,Douglas,7,0,7,2,0,2,0,1953,5
Others,Lloyd Aereo Boliviano,Camiri - Sucre,Douglas,28,25,3,28,25,3,0,1953,5
Others,Others,Palmar Sur - San Isidoro,Douglas,17,14,3,9,6,3,0,1953,5
India,Air India,Delh - Ahmedabad - Bombay,Douglas,18,13,5,18,13,5,0,1953,5
Russia,Aeroflot,Krasnoyarsk - Novosibirsk,Others,20,16,11,20,16,11,0,1953,5
Others,Aigle Azur,Hue - Da Nang,Douglas,8,Sin_Dato,Sin_Dato,8,Sin_Dato,Sin_Dato,0,1953,5
India,Orient Airways,Delhi - Dacca,Convair,16,11,5,16,11,5,0,1953,5
EEUU,Slick Airways,"New York, NY - Winsor Locks, CT",Curtiss,2,0,2,2,0,2,0,1953,5
Others,Canadian Pacific Air Lines,Karachi - Rangoon,Havilland,11,6,5,11,6,5,0,1953,5
EEUU,National Airlines,Miami - Orlando - New Orleans,Douglas,46,41,5,46,41,5,0,1953,5
Others,Military - Egyptian Air Force,Al Arish - Cairo,Curtiss,40,35,5,29,24,5,0,1953,5
Canada,Military - U.S. Air Force,Lajes - Saint John’s - Rapid City,Convair,23,18,5,23,18,5,0,1953,5
France,Others,Abidjan - Bordeaux,Douglas,19,13,6,9,3,6,0,1953,5
Canada,Others,"Lajes, Azores - Gander",Avro 685 York 1,39,33,6,39,33,6,0,1953,5
Italy,Linee Aeree Italiane,Cagliari - Rome,Douglas,19,15,4,19,15,4,0,1953,5
Italy,Military -Royal Air Force,Sin_Dato,Vickers,26,16,10,26,16,10,0,1953,5
EEUU,Flying Tiger Line,Seattle - Cheyenne - Fort Jackson,Douglas,7,3,4,7,3,4,0,1953,5
Others,British European Airways,Northolt - Belfast,Vickers,35,31,4,27,24,3,0,1953,5
Others,Aeroflot,Krasnodar - Tbilisi,Ilyushin,18,12,6,18,12,6,0,1953,5
Others,Others,Sin_Dato,Douglas,18,15,3,18,15,3,0,1953,5
Canada,Others,Stephenville - Stephenville,Boeing,10,0,10,10,0,10,0,1953,5
Others,Others,Boeing Field - Cheyenne,Curtiss,40,37,3,40,37,3,0,1953,5
Brazil,Others,Sin_Dato,Havilland,14,12,2,14,12,2,0,1953,5
EEUU,Transocean Air Lines,Roswell - Oakland - Guam,Douglas,35,30,5,35,30,5,0,1953,5
EEUU,Others,Teterboro - Saint Louis,Douglas,7,2,5,6,1,5,Sin_Dato,1953,5
Canada,Canadian Pacific Air Lines,Sandpit - Prince Rupert,Consolidated PBY-5A Catalina,19,16,3,2,1,1,0,1953,5
Others,KLM Royal Dutch Airlines,Amsterdam - Paris,Convair,34,28,6,0,0,0,2,1953,5
England,Military - Royal Air Force,Training,Vickers,10,0,10,10,0,10,0,1953,5
India,British Overseas Airways,Calcutta - Delhi,Havilland,43,37,6,43,37,6,0,1953,5
EEUU,Western Airlines,Los Angeles - San Francisco - Oakland,Douglas,10,5,5,8,4,4,0,1953,5
EEUU,Delta Air Lines,Dallas - Shreveport,Douglas,20,17,3,19,16,3,0,1953,5
EEUU,Miami Airlines,Spokane - Ellenburgh,Douglas,25,22,3,7,5,2,0,1953,5
India,Others,Guwahati - Calcutta,Douglas,3,0,3,3,0,3,0,1953,5
Others,Others,Kingston - George Town,Lockheed,13,10,3,13,10,3,0,1953,5
Others,Air France,Miandrivazo - Antananarivo,Junkers,15,12,3,4,1,3,0,1953,5
Others,Aigle Azur,Hanoi - Na San,Douglas,30,27,3,30,27,3,0,1953,5
Others,Central African Airways,Nairobi - Dar-es-Salaam,Vickers,13,8,5,13,8,5,0,1953,5
Others,Military - U.S. Air Force,Training,Convair,27,23,4,26,23,3,0,1954,5
Russia,Aeroflot,Khabarovsk - Yuzhno-Sakhalinsk,Lisunov LI-2,27,22,5,26,21,5,1,1954,5
Others,KLM Royal Dutch Airlines,Shannon - Amsterdam,Douglas,21,12,9,21,12,9,0,1954,5
EEUU,Braniff Airlines,Memphis - Minneapolis,Douglas,19,16,3,12,10,2,0,1954,5
Others,Air Vietnam (South Vietnam),Red River delta - Saigon,Bristol 170 Freighter 21E,55,51,4,47,46,1,0,1954,5
EEUU,Alaska Airlines,McGrath - Colorado Creek,Douglas,2,0,2,2,0,2,0,1954,5
Others,AVIANCA,"Lajes, Azores - Bermuda",Lockheed,30,21,9,30,21,9,0,1954,5
China,Cathay Pacific Airways,Singapore - Hong Kong - Bangkok,Douglas,18,12,6,10,8,2,0,1954,5
Brazil,Military - Brazilian Air Force,Sin_Dato,Lockheed,24,20,4,24,20,4,0,1954,5
Others,KLM Royal Dutch Airlines,Amsterdam - Shannon - New York,Lockheed,56,46,10,28,25,3,0,1954,5
England,Swissair,Geneva - London,Convair,9,5,4,3,3,0,0,1954,5
Others,Autrex,Saigon - Hanoi,Douglas,3,0,3,3,0,3,0,1954,5
Brazil,Cruzeiro,Sao Paulo - Rio de Janeiro,Douglas,26,22,4,6,6,0,0,1954,5
Others,Northeast Airlines,"Boston - Concord - Laconia - Berlin, NH",Douglas,7,3,4,2,0,2,0,1954,5
Russia,Aeroflot,Krasnoyarsk - Novosibirsk,Ilyushin,29,24,5,29,24,5,0,1954,5
Italy,Military - U.S. Air Force,Rome - Lyons,Douglas,21,18,3,21,18,3,0,1954,5
Russia,Aeroflot,Krasnoyarsk - Irkutsk,Ilyushin,16,13,3,16,13,3,0,1954,5
EEUU,Military - U.S. Navy,"Patuxent River NAS - Kenitra, Morocco",Lockheed,42,21,21,42,21,21,0,1954,5
Others,Others,Training,Vickers,8,0,8,3,0,3,0,1954,5
Others,TAM (Brazil),Pucallpa - Lima,Douglas,24,21,3,24,21,3,0,1954,5
Others,Others,Luang Prabang - Nam Tha,Douglas,29,25,4,29,25,4,0,1954,5
Others,Ceskoslovenské Aerolinie,Prague - Brno - Bratislava,Douglas,4,0,4,4,0,4,0,1954,5
EEUU,Linee Aeree Italiane,Rome - New York City,Douglas,32,22,10,26,16,10,0,1954,5
Others,Linea Aeropostal Venezolana,Bolivar - Tumeremo,Douglas,2,0,2,2,0,2,0,1954,5
EEUU,Others,Newark - Pittsburgh - Colorado Springs,Douglas,28,23,5,10,9,1,0,1954,5
Others,British Overseas Airways,London - Prestwick - Shannon - Gander - New York,Boeing,36,25,11,28,24,4,0,1954,5
Others,Others,Tourane - Saigon,Douglas,4,2,2,4,2,2,0,1954,5
Russia,Aeroflot,Beijing- Irkutsk - Tashkent - Nicosia,Ilyushin,17,14,3,17,14,3,0,1954,5
Others,Misrair,Test,Vickers,4,0,4,3,0,3,0,1954,5
Brazil,Varig,Sao Paulo - Porto Alegre,Curtiss,3,0,3,3,0,3,0,1954,5
India,Others,Sin_Dato,Douglas,11,8,3,5,3,2,0,1954,5
Brazil,Others,Governador Valadares - Belo Horizonte,Douglas,19,16,3,19,16,3,0,1954,5
Others,Sabena,"Blackbushe, UK - Beogard, Serbia",Douglas,4,0,4,1,0,1,0,1954,5
Others,Devlet Hava Yollari,Istanbull - Bandirma - Canakkal7,Douglas,10,5,5,4,2,2,0,1954,5
England,Military -Royal Air Force,Bovingdon AF - Thorney Island,Vickers,17,13,4,16,12,4,0,1954,5
Italy,British Overseas Airways,Rome - London,Havilland,35,29,6,35,29,6,0,1954,5
Colombia,AVIANCA,Medellin  - Armenia,Douglas,21,18,3,21,18,3,0,1954,5
Others,Others,Prague - Ostrava,Douglas,18,14,4,13,9,4,0,1954,5
EEUU,Military - U.S. Air Force,Williams AFB  - Long Beach,Others,1,0,1,1,0,1,6,1954,5
Italy,Philippine Air Lines,"Beirut, Lebanon - Rome, Italy",Douglas,16,9,7,16,9,7,0,1954,5
EEUU,Zantop Air Transport,Jackson  - Kansas City,Douglas,3,0,3,3,0,3,0,1954,5
Others,Military - U.S. Air Force,Misawa - Chitose,Curtiss,35,30,5,35,30,5,0,1954,5
EEUU,Military - U.S. Air Force,Ladd AFB - Elemndorf AFB,Douglas,16,0,16,10,0,10,0,1954,5
Others,Military - Royal Air Force,Military exercise,Avro Shackleton MR-2,10,0,10,10,0,10,0,1954,5
India,Indian Airlines,Test flight,Douglas,3,0,3,3,0,3,0,1954,5
EEUU,Western Airlines,Salt Lake City - Cedar City - Rapid City,Convair,9,6,3,9,6,3,0,1954,5
Others,Ariana Afghan Airlines,Sin_Dato,Douglas,21,Sin_Dato,Sin_Dato,21,Sin_Dato,Sin_Dato,0,1954,5
Others,New Zealand National Airways,Churchchrist - Paraparaumu,Douglas,28,26,2,3,3,0,0,1954,5
Others,Aerolineas Argentinas,Mendoza - Cordoba,Douglas,25,21,4,25,21,4,0,1954,5
Others,Others,Sin_Dato,Lockheed,23,20,3,16,13,3,0,1954,5
France,Military - U.S. Air Force,"Tripoli, Libya - Hahn, W Germany",Douglas,20,18,2,20,18,2,0,1954,5
Canada,Others,Montreal - Vancouver,Others,36,31,5,36,31,5,1,1954,5
Italy,Others,Rome - Cairo,Havilland,21,14,7,21,14,7,0,1954,5
Others,LAN,Santiago - Iquique,Douglas,14,9,5,14,9,5,0,1954,5
Others,Devlet Hava Yollari,Adana - Istanbul,Douglas,25,20,5,25,20,5,0,1954,5
Mexico,Aeronaves de Mexico,Mazatlan - Monterey,Douglas,18,15,3,18,15,3,0,1954,5
EEUU,Military - U.S. Air Force,"Oklahoma - Long Island, NY",Others,18,12,6,18,12,6,0,1954,5
Others,Queensland Airlines,Mackay - Rockhampton,Douglas,2,0,2,2,0,2,0,1954,5
Others,British Overseas Airways,Australia - London,Lockheed,40,31,9,33,31,2,0,1954,5
Others,Autrex,Sin_Dato,Douglas,4,0,4,4,0,4,0,1954,5
Canada,Pacific Western Airlines,Edmonton - Yellowknife,Bristol 170 Freighter 31,6,4,2,2,1,1,0,1955,5
Others,Others,Lac Lérè - Douala,Latecoere 631 (flying boat),16,8,8,16,8,8,0,1955,5
EEUU,Others,Burbank - Oakland,Douglas,33,30,3,2,0,2,1,1955,5
Others,Union of Burma Airways,Meiktila - Lanywa,Douglas,12,9,3,12,9,3,0,1955,5
Others,Kalinga Airlines,Sin_Dato,Douglas,3,0,3,2,0,2,0,1955,5
EEUU,Braniff Airlines,"Kansas City, MO - Chicago",Convair,43,40,3,22,20,2,0,1955,5
Germany,Military - U.S. Air Force / Military - U.S. Air Force,Dreux - Stuttgart,Others,67,57,10,67,57,10,0,1955,5
Russia,Aeroflot,Starllingrad - Moscow.,Aeroflot,25,20,5,25,20,5,0,1955,5
EEUU,American Airlines,"Springfield, IL - St. Louis, MO",Convair,30,27,3,30,27,3,0,1955,5
Others,El Al,London - Paris - Vienna - Tel Aviv,Lockheed,58,51,7,58,51,7,0,1955,5
Others,British Overseas Airways,Rome - Tripoli,Canadair C-4 Argonaut,47,40,7,15,13,2,0,1955,5
Brazil,Cruzeiro,Rio de Janeiro - Caravelas,Douglas,13,9,4,13,9,4,0,1955,5
Others,Flying Tiger Line,Wake Island - Honolulu,Douglas,5,0,5,3,0,3,0,1955,5
Others,Others,Seattle - Newark,Douglas,74,70,4,28,27,1,0,1955,5
Others,Faucett,Lima - Cuzco,Douglas,35,31,4,19,15,4,0,1955,5
EEUU,United Air Lines,Denver - Salt Lake City - San Francisco,Douglas,66,63,3,66,63,3,0,1955,5
Others,JAT Yugoslav Airlines,Beograd - Wien,Convair,29,25,4,7,6,1,0,1955,5
EEUU,United Air Lines,Denver - Portland,Douglas,44,39,5,44,39,5,0,1955,5
EEUU,Military - U.S. Air Force,Burbank - Groom Dry Lake,Douglas,14,10,4,14,10,4,0,1955,5
Others,Military - US Air Force,Iwo Jima AFB - Tachikawa AFB,Douglas,11,2,9,10,2,8,0,1955,5
EEUU,Military - U.S. Air Force,Sin_Dato,Boeing,10,0,10,10,0,10,0,1955,5
